RandOrder,ID,Question,Order,Condition,Topic,Value,分類後
1735,60,Q2,A,3,この不安は,暗いトンネルのようだ,名詞直喩
1736,92,Q2,B,1,この不安は,先が見えない,その他隠喩
1737,83,Q2,A,1,この不安は,見通しが立たない,その他隠喩
1738,135,Q2,B,1,この不安は,心を闇に染める,その他隠喩
1739,98,Q2,B,2,この不安は,どこまでも続く長いトンネルのようだ。,名詞直喩
1740,55,Q2,A,1,この不安は,暗黒だ,名詞隠喩
1741,28,Q2,A,1,この不安は,予測不可能だ,字義
1742,6,Q2,B,1,この不安は,曇り空のようだ,名詞直喩
1743,88,Q2,B,2,この不安は,嵐の前の曇り空のよう,名詞直喩
1744,32,Q2,B,2,この不安は,ながい夜になりそうだ,名詞直喩
1745,95,Q2,A,1,この不安は,暗闇のようだ,名詞直喩
1746,21,Q2,A,2,この不安は,お先真っ暗,その他隠喩
1747,70,Q2,A,1,この不安は,暗闇のようだ,名詞直喩
1748,65,Q2,A,2,この不安は,一寸先は闇状態である,その他隠喩
1749,45,Q2,B,3,この不安は,真っ暗闇に落とされたようだ,その他直喩
1750,96,Q2,A,2,この不安は,希望すら蝕む,その他隠喩
1751,13,Q2,B,3,この不安は,先が見えない,その他隠喩
1752,24,Q2,A,3,この不安は,明けない夜のようだ,名詞直喩
1753,1,Q2,B,3,この不安は,闇のようだ,名詞直喩
1754,76,Q2,B,1,この不安は,闇の中にある。,その他隠喩
1755,52,Q2,B,2,この不安は,雨雲のようだ,名詞直喩
1756,3,Q2,B,2,この不安は,永遠の曇り空のようだ,名詞直喩
1757,97,Q2,A,3,この不安は,先が真っ暗でどんよりとしている,その他隠喩
1758,17,Q2,B,3,この不安は,大きく解決策が見いだせない,字義
1759,14,Q2,B,2,この不安は,明けない,その他隠喩
1760,61,Q2,A,1,この不安は,出口のないトンネルのようだ,名詞直喩
1761,23,Q2,A,3,この不安は,トンネルのようだ,名詞直喩
1762,72,Q2,A,1,この不安は,お先真っ暗だ。,その他隠喩
1763,133,Q2,B,1,この不安は,心細い,字義
1764,53,Q2,B,1,この不安は,先が見えない,その他隠喩
1765,26,Q2,A,1,この不安は,闇だ,名詞隠喩
1766,25,Q2,B,3,この不安は,止まない雨のようだ,名詞直喩
1767,90,Q2,A,1,この不安は,暗黒である,名詞隠喩
1768,86,Q2,B,3,この不安は,霧の中にいるみたいだ,その他直喩
1769,27,Q2,B,1,この不安は,闇だ,名詞隠喩
1770,36,Q2,B,3,この不安は,闇で、輝かず、行くてが分からない,その他隠喩
1771,31,Q2,B,2,この不安は,空を覆い尽くす雨雲のようだ,名詞直喩
1772,59,Q2,B,1,この不安は,先が見えない,その他隠喩
1773,34,Q2,A,2,この不安は,魔の手が伸びているようだ。,その他直喩
1774,20,Q2,B,2,この不安は,闇のようで、終わることがない,その他直喩
1775,22,Q2,A,2,この不安は,異常,字義
1776,85,Q2,B,1,この不安は,夜の闇だ,名詞隠喩
1777,103,Q2,A,2,この不安は,見通しが立たず、どんよりしている,その他隠喩
1778,62,Q2,B,3,この不安は,拭うことが出来ず、先行きが見えない,その他隠喩
1779,74,Q2,B,3,この不安は,暗黒が立ちこめ、モヤモヤして、予想できない,その他隠喩
1780,111,Q2,A,3,この不安は,いつまで続くかわからず、曇ったままで、重苦しい,その他隠喩
1781,73,Q2,A,1,この不安は,真っ暗闇だ,名詞隠喩
1782,5,Q2,A,2,この不安は,出口のないトンネルみたいだ,名詞直喩
1783,84,Q2,B,3,この不安は,闇のようだ,名詞直喩
1784,41,Q2,B,3,この不安は,出口のないトンネルだ,名詞隠喩
1785,8,Q2,A,3,この不安は,とても心細い,字義
1786,64,Q2,A,1,この不安は,霧の中にいる,その他隠喩
1787,15,Q2,A,1,この不安は,五里霧中だ,その他隠喩
1788,87,Q2,B,3,この不安は,止め処なく続く,字義
1789,19,Q2,B,2,この不安は,消えない,字義
1790,48,Q2,A,1,この不安は,いつまで続くかわからない,字義
1791,77,Q2,A,3,この不安は,見通しが悪く、モヤっとしていて、じめじめしている。,その他隠喩
1792,78,Q2,A,2,この不安は,出口のないトンネルのようだ,名詞直喩
1793,102,Q2,B,1,この不安は,真夜中のようだ,名詞直喩
1794,63,Q2,B,3,この不安は,トンネルのようだ,名詞直喩
1795,12,Q2,B,2,この不安は,曇り空のようだ,名詞直喩
1796,29,Q2,A,2,この不安は,不透明で濁っている,その他隠喩
1797,42,Q2,A,3,この不安は,どうなるかわからず、もやもやしていて、暗闇の中にいる,その他隠喩
1798,39,Q2,A,2,この不安は,不透明である,その他隠喩
1799,89,Q2,A,3,この不安は,暗闇のようだ,名詞直喩
1800,116,Q2,A,3,この不安は,長い,字義
1801,97,Q20,A,1,人生は,まだまだこれからだ,字義
1802,81,Q20,A,1,人生は,長期間,字義
1803,124,Q20,B,2,人生は,登山のようだ,名詞直喩
1804,77,Q20,A,1,人生は,終わらない登山である,名詞隠喩
1805,49,Q20,B,3,人生は,山あり谷あり,その他隠喩
1806,40,Q20,A,2,人生は,登山のようだ,名詞直喩
1807,65,Q20,A,3,人生は,山あり谷あり,その他隠喩
1808,96,Q20,A,3,人生は,前途多難だ,その他隠喩
1809,15,Q20,A,2,人生は,安全ではない,字義
1810,67,Q20,A,3,人生は,順風満帆にはいかない,その他隠喩
1811,79,Q20,B,3,人生は,つらく、危機があり、長期間ある,字義
1812,59,Q20,B,2,人生は,山あり谷あり、スリルがある,その他隠喩
1813,91,Q20,B,3,人生は,楽ではなく、危ういこともあり、ずっと続く,字義
1814,13,Q20,B,1,人生は,壁がある,名詞隠喩
1815,29,Q20,A,3,人生は,剣呑で苦しい,字義
1816,53,Q20,B,2,人生は,いいことばかりではない,字義
1817,136,Q20,B,2,人生は,難問だらけで綱渡りをしているようだ,その他隠喩
1818,104,Q20,A,3,人生は,冒険だ,名詞隠喩
1819,31,Q20,B,3,人生は,山あり谷ありだ,その他隠喩
1820,41,Q20,B,1,人生は,荒波だ,名詞隠喩
1821,25,Q20,B,1,人生は,山あり谷ありである,その他隠喩
1822,90,Q20,A,2,人生は,一寸先は闇,その他隠喩
1823,88,Q20,B,3,人生は,平坦ではなく、穏やかばかりではない、長期戦だ,字義
1824,102,Q20,B,2,人生は,険しい谷のようである,名詞直喩
1825,55,Q20,A,2,人生は,けものみちだ,名詞隠喩
1826,57,Q20,A,3,人生は,登山だ,名詞隠喩
1827,24,Q20,A,1,人生は,果てしない,字義
1828,113,Q20,B,3,人生は,山あり谷ありである,その他隠喩
1829,135,Q20,B,2,人生は,一筋縄ではいかない,その他隠喩
1830,10,Q20,B,1,人生は,山がある,その他隠喩
1831,9,Q20,B,2,人生は,辛いことも、怖いこともある,字義
1832,78,Q20,A,3,人生は,膨大な時間があり、リスクのある冒険のようだ,その他直喩
1833,38,Q20,A,3,人生は,危なく難しい,字義
1834,133,Q20,B,2,人生は,問題だらけであり、危ない,字義
1835,3,Q20,B,3,人生は,登山のようだ,名詞直喩
1836,84,Q20,B,1,人生は,試練だ,名詞隠喩
1837,28,Q20,A,2,人生は,冒険だ,名詞隠喩
1838,47,Q20,B,1,人生は,難しい,字義
1839,6,Q20,B,2,人生は,アリ地獄であり、苦労の連続だ,その他隠喩
1840,12,Q20,B,3,人生は,手ごわい,字義
1841,17,Q20,B,1,人生は,難しいことがたびたび起きる,字義
1842,69,Q20,B,1,人生は,ハードルだ,名詞隠喩
1843,39,Q20,A,3,人生は,大きな山や谷がある,その他隠喩
1844,14,Q20,B,3,人生は,難しい,字義
1845,89,Q20,A,1,人生は,マラソンだ,名詞隠喩
1846,112,Q20,B,2,人生は,山あり谷あり,その他隠喩
1847,2,Q20,B,1,人生は,山あり谷あり,その他隠喩
1848,52,Q20,B,3,人生は,吊り橋のようだ,名詞直喩
1849,50,Q20,B,2,人生は,迷路のような道を暗闇の中進むようなものだ,その他直喩
1850,11,Q20,A,1,人生は,微小な粒ではかれない,字義
1851,111,Q20,A,1,人生は,どこまでも続く,字義
1852,20,Q20,B,3,人生は,一筋縄ではいかず、恐ろしいことがおこり、ずっと続く,その他隠喩
1853,23,Q20,A,1,人生は,一本道だ,名詞隠喩
1854,21,Q20,A,3,人生は,危なく、乗り越えるべき壁がある,その他隠喩
1855,86,Q20,B,1,人生は,山あり谷あり,その他隠喩
1856,101,Q20,B,2,人生は,山あり谷ありだ,その他隠喩
1857,18,Q20,A,1,人生は,永遠に続くようだ,その他直喩
1858,46,Q20,A,2,人生は,ジャングルのようだ,名詞直喩
1859,45,Q20,B,1,人生は,山あり谷ありである,その他隠喩
1860,103,Q20,A,3,人生は,リスクや苦境がある,字義
1861,33,Q20,A,1,人生は,長期戦だ,字義
1862,74,Q20,B,1,人生は,波乱万丈だ,その他隠喩
1863,75,Q20,A,1,人生は,果てしない,字義
1864,30,Q20,B,3,人生は,山あり谷あり,その他隠喩
1865,64,Q20,A,2,人生は,山あり谷あり,その他隠喩
1866,82,Q20,A,3,人生は,地獄のようだ,名詞直喩
1867,107,Q20,A,2,人生は,長距離で、リスクがある,字義
1868,83,Q20,A,2,人生は,険しい山道のようだ,名詞直喩
1869,93,Q20,A,3,人生は,冒険だ,名詞隠喩
1870,80,Q20,A,2,人生は,山あり谷あり,その他隠喩
1871,19,Q20,B,3,人生は,長い旅だ,名詞隠喩
1872,5,Q20,A,3,人生は,登山のようだ,名詞直喩
1873,95,Q20,A,2,人生は,航海のようだ,名詞直喩
1874,16,Q20,B,3,人生は,険しい,字義
1875,76,Q20,B,2,人生は,容易くなく、安全とも言えない。,字義
1876,70,Q20,A,2,人生は,ジャングルのようだ,名詞直喩
1877,42,Q20,A,1,人生は,どこまでも続く,字義
1878,61,Q20,A,2,人生は,山あり谷ありで終わりは遠い,その他隠喩
1879,51,Q20,A,3,人生は,山あり谷ありだ,その他隠喩
1880,85,Q20,B,2,人生は,冒険だ,名詞隠喩
1881,71,Q20,A,1,人生は,これからだ,字義
1882,73,Q20,A,2,人生は,ワインディングロードだ,名詞隠喩
1883,87,Q20,B,1,人生は,山あり谷あり,その他隠喩
1884,8,Q20,A,1,人生は,一瞬ではない,字義
1885,32,Q20,B,3,人生は,川やトンネルをぬけながらつづく旅だ,名詞隠喩
1886,92,Q20,B,2,人生は,エベレストに登るよう,その他直喩
1887,72,Q20,A,2,人生は,先の見えないつり橋を渡っているようなものだ。,その他直喩
1888,56,Q20,A,1,人生は,ゴールの見えない道である,名詞隠喩
1889,1,Q20,B,1,人生は,悪路のようだ,名詞隠喩
1890,62,Q20,B,1,人生は,苦労の連続だ,字義
1891,6,Q21,B,3,この大地は,スケールが大きく我々を魅了する,字義
1892,67,Q21,A,1,この大地は,広い,字義
1893,41,Q21,B,2,この大地は,布団のようだ,名詞直喩
1894,48,Q21,A,3,この大地は,広々とした包み込むような暖かさがある,その他隠喩
1895,59,Q21,B,3,この大地は,柔らかく抱き込み、広い,その他隠喩
1896,104,Q21,A,1,この大地は,広大だ,字義
1897,22,Q21,A,1,この大地は,偉大,字義
1898,5,Q21,A,1,この大地は,どこまでも続く,字義
1899,31,Q21,B,1,この大地は,包み込んでくれる,その他隠喩
1900,39,Q21,A,1,この大地は,遥かに広がっている,字義
1901,29,Q21,A,1,この大地は,広い,字義
1902,58,Q21,B,2,この大地は,ほっこりして、包容力がある,その他隠喩
1903,34,Q21,A,1,この大地は,無限だ。,字義
1904,8,Q21,A,2,この大地は,母のようだ,名詞直喩
1905,88,Q21,B,1,この大地は,優しい,字義
1906,98,Q21,B,1,この大地は,母のようだ。,名詞直喩
1907,38,Q21,A,1,この大地は,広大,字義
1908,81,Q21,A,2,この大地は,抱擁感がある,その他隠喩
1909,85,Q21,B,3,この大地は,母のようだ,名詞直喩
1910,73,Q21,A,3,この大地は,母の様だ,名詞直喩
1911,24,Q21,A,2,この大地は,母のようだ,名詞直喩
1912,10,Q21,B,2,この大地は,落ち着く,字義
1913,112,Q21,B,3,この大地は,母のようだ,名詞直喩
1914,71,Q21,A,2,この大地は,壮観だ,字義
1915,124,Q21,B,3,この大地は,豊かで、広大で、偉大だ,字義
1916,89,Q21,A,2,この大地は,広い,字義
1917,84,Q21,B,2,この大地は,母の腕の中のようだ,名詞直喩
1918,49,Q21,B,1,この大地は,ぬくもりがある,字義
1919,90,Q21,A,3,この大地は,偉大だ,字義
1920,97,Q21,A,2,この大地は,広くて安心感がある,字義
1921,116,Q21,A,2,この大地は,寛大,字義
1922,57,Q21,A,1,この大地は,果てしない,字義
1923,82,Q21,A,1,この大地は,広い,字義
1924,19,Q21,B,1,この大地は,母親のようだ,名詞直喩
1925,17,Q21,B,2,この大地は,雄大で母のようだ,その他直喩
1926,83,Q21,A,3,この大地は,布団のようだ,名詞直喩
1927,26,Q21,A,3,この大地は,包容力の塊だ,名詞隠喩
1928,63,Q21,B,2,この大地は,パイ生地のようだ,名詞直喩
1929,113,Q21,B,1,この大地は,ぬくもりがある,字義
1930,11,Q21,A,2,この大地は,母のように大きい,その他直喩
1931,86,Q21,B,2,この大地は,温泉のようだ,名詞直喩
1932,25,Q21,B,2,この大地は,父の背中のようだ,名詞直喩
1933,32,Q21,B,1,この大地は,北風を知らない,その他隠喩
1934,20,Q21,B,1,この大地は,ぬくもりがある,字義
1935,74,Q21,B,2,この大地は,優しく、取り囲む,その他隠喩
1936,70,Q21,A,3,この大地は,父のようだ,名詞直喩
1937,33,Q21,A,2,この大地は,大らかだ,その他隠喩
1938,14,Q21,B,1,この大地は,温暖だ,字義
1939,108,Q21,B,3,この大地は,壮大なドラマ,名詞隠喩
1940,35,Q21,B,3,この大地は,母のようだ。,名詞直喩
1941,111,Q21,A,2,この大地は,偉大で、覆いつくす,字義
1942,76,Q21,B,3,この大地は,温もりがあり、包容力があり、豊だ,その他隠喩
1943,93,Q21,A,1,この大地は,永遠だ,字義
1944,54,Q21,B,1,この大地は,優しい,字義
1945,78,Q21,A,1,この大地は,果てしない,字義
1946,43,Q21,A,3,この大地は,母のようだ,名詞直喩
1947,3,Q21,B,1,この大地は,ゆりかごのようだ,名詞直喩
1948,56,Q21,A,2,この大地は,母のようだ,名詞直喩
1949,66,Q21,B,3,この大地は,懐が深く、壮大だ,その他隠喩
1950,53,Q21,B,3,この大地は,母のようだ,名詞直喩
1951,13,Q21,B,2,この大地は,地球である。,字義
1952,61,Q21,A,3,この大地は,母のような包容力がある,その他直喩
1953,55,Q21,A,3,この大地は,母のようだ,名詞直喩
1954,87,Q21,B,2,この大地は,母のような優しさで,その他直喩
1955,1,Q21,B,2,この大地は,母のようだ,名詞直喩
1956,60,Q21,A,2,この大地は,母のようだ,名詞直喩
1957,72,Q21,A,3,この大地は,広大で、安心感をもたらす。,字義
1958,133,Q21,B,3,この大地は,優しく、覆い、偉大だ,字義
1959,50,Q21,B,3,この大地は,子供を抱きしめる母親のようなものである,名詞直喩
1960,135,Q21,B,3,この大地は,母の愛のようだ,名詞直喩
1961,42,Q21,A,2,この大地は,包容力がある,その他隠喩
1962,79,Q21,B,1,この大地は,春の陽気のようだ,名詞直喩
1963,23,Q21,A,2,この大地は,無限だ,字義
1964,36,Q21,B,2,この大地は,穏やかで、身をゆだねる,その他隠喩
1965,40,Q21,A,3,この大地は,日光のようだ,名詞直喩
1966,9,Q21,B,3,この大地は,快適で、包容力があり、壮大だ,その他隠喩
1967,91,Q21,B,1,この大地は,ぬくもりがある,字義
1968,64,Q21,A,3,この大地は,母のようだ,名詞直喩
1969,45,Q21,B,2,この大地は,母の愛のようだ,名詞直喩
1970,28,Q21,A,3,この大地は,まるで母のようだ,名詞直喩
1971,103,Q21,A,1,この大地は,広大だ,字義
1972,27,Q21,B,3,この大地は,母のようだ,名詞直喩
1973,107,Q21,A,3,この大地は,広大で、包容力があり、太陽のようだ,その他直喩
1974,65,Q21,A,1,この大地は,広大だ,字義
1975,100,Q21,A,1,この大地は,広い,字義
1976,37,Q21,B,1,この大地は,ほんわかする,字義
1977,99,Q21,A,2,この大地は,広く受け入れる,字義
1978,46,Q21,A,3,この大地は,布団のようだ,名詞直喩
1979,62,Q21,B,2,この大地は,母親のようだ,名詞直喩
1980,30,Q21,B,1,この大地は,床暖房だ,名詞隠喩
1981,51,Q22,A,1,この景色は,宝石のようだ,名詞直喩
1982,22,Q22,A,1,この景色は,偉大,字義
1983,19,Q22,B,1,この景色は,脳裏に刻み込まれる,その他隠喩
1984,24,Q22,A,2,この景色は,絶景だ,字義
1985,39,Q22,A,1,この景色は,艶やかである,字義
1986,69,Q22,B,2,この景色は,記憶に鮮明に残る,字義
1987,92,Q22,B,3,この景色は,色あせない写真のよう,名詞直喩
1988,14,Q22,B,1,この景色は,心に残る,字義
1989,93,Q22,A,1,この景色は,絵画のようだ,名詞直喩
1990,23,Q22,A,2,この景色は,絵画のようだ,名詞直喩
1991,32,Q22,B,1,この景色は,決して色あせたりしない,その他隠喩
1992,111,Q22,A,2,この景色は,華やかで、きれいだ,字義
1993,3,Q22,B,1,この景色は,脳裏に刻まれる,その他隠喩
1994,81,Q22,A,2,この景色は,きれいで、鮮明だ,字義
1995,6,Q22,B,3,この景色は,鮮明で素晴らしい,字義
1996,13,Q22,B,2,この景色は,心に残る,字義
1997,48,Q22,A,3,この景色は,忘れられないくらい綺麗,字義
1998,17,Q22,B,2,この景色は,感慨深い、明瞭だ,字義
1999,28,Q22,A,3,この景色は,映画のようで鮮明にフィルムに残る,その他直喩
2000,31,Q22,B,1,この景色は,印象深い,字義
2001,98,Q22,B,1,この景色は,ずっと忘れることができないだろう。,字義
2002,91,Q22,B,1,この景色は,心に深く残る,その他隠喩
2003,103,Q22,A,1,この景色は,壮観だ,字義
2004,64,Q22,A,3,この景色は,眼の奥に残る,その他隠喩
2005,86,Q22,B,2,この景色は,忘れられないほど鮮明だ,字義
2006,84,Q22,B,2,この景色は,記憶に残る美しさ,字義
2007,34,Q22,A,1,この景色は,心が晴れる。,その他隠喩
2008,21,Q22,A,1,この景色は,風光明媚だ,その他隠喩
2009,113,Q22,B,1,この景色は,心に残る,字義
2010,18,Q22,A,2,この景色は,何物にも代えがたく、派手だ,字義
2011,47,Q22,B,2,この景色は,印象的で輝いている,字義
2012,70,Q22,A,3,この景色は,蝶のようだ,名詞直喩
2013,90,Q22,A,3,この景色は,色彩鮮やかである,字義
2014,43,Q22,A,3,この景色は,花火のようだ,名詞直喩
2015,57,Q22,A,1,この景色は,絵画のようだ,名詞直喩
2016,30,Q22,B,1,この景色は,忘れられない,字義
2017,63,Q22,B,2,この景色は,鮮明な絵画のようだ,名詞直喩
2018,5,Q22,A,1,この景色は,心を動かす,その他隠喩
2019,101,Q22,B,3,この景色は,忘れられないほど素晴らしい,字義
2020,16,Q22,B,1,この景色は,印象に残る,字義
2021,7,Q22,A,2,この景色は,鮮烈だ,字義
2022,40,Q22,A,3,この景色は,高画質のテレビのようだ,名詞直喩
2023,55,Q22,A,3,この景色は,宝石のようだ,名詞直喩
2024,45,Q22,B,2,この景色は,記憶に残る絶景だ,字義
2025,97,Q22,A,2,この景色は,綺麗で輝いている,字義
2026,67,Q22,A,1,この景色は,最高だ,字義
2027,15,Q22,A,3,この景色は,極彩色だ,字義
2028,75,Q22,A,2,この景色は,トップモデルだ,名詞隠喩
2029,136,Q22,B,3,この景色は,一生の宝で感動的な色彩だ,その他隠喩
2030,36,Q22,B,2,この景色は,目にこびりつき、綺麗だ,その他隠喩
2031,9,Q22,B,3,この景色は,忘れられず、鮮明で、綺麗だ,字義
2032,53,Q22,B,3,この景色は,黄金のようだ,名詞直喩
2033,107,Q22,A,3,この景色は,綺麗で、彩りがあって、脳裏から離れない,その他隠喩
2034,99,Q22,A,2,この景色は,絶景だ,字義
2035,96,Q22,A,1,この景色は,まるで美術展にある絵のようだ,名詞直喩
2036,71,Q22,A,2,この景色は,麗しい,字義
2037,44,Q22,B,2,この景色は,瞼を閉じても浮かんでくる,その他隠喩
2038,11,Q22,A,2,この景色は,芸術家がかいた,名詞隠喩
2039,79,Q22,B,1,この景色は,記憶に残る,字義
2040,52,Q22,B,1,この景色は,写真のようだ,名詞直喩
2041,104,Q22,A,1,この景色は,綺麗だ,字義
2042,112,Q22,B,3,この景色は,一生忘れられない,字義
2043,88,Q22,B,1,この景色は,写真のように鮮明に保存される,その他直喩
2044,82,Q22,A,1,この景色は,綺麗だ,字義
2045,124,Q22,B,3,この景色は,印象的で、華やかで、綺麗,字義
2046,135,Q22,B,3,この景色は,まるで絵画のように美しい,その他直喩
2047,29,Q22,A,1,この景色は,天国のようだ,名詞直喩
2048,42,Q22,A,2,この景色は,綺麗でみずみずしい,字義
2049,27,Q22,B,3,この景色は,夢のようだ,名詞直喩
2050,46,Q22,A,3,この景色は,満開の桜のようだ,名詞直喩
2051,2,Q22,B,2,この景色は,美しい,字義
2052,58,Q22,B,2,この景色は,印象的で、いきいきとしている,字義
2053,59,Q22,B,3,この景色は,いつまでも頭から離れず、色がついて綺麗だ,その他隠喩
2054,8,Q22,A,2,この景色は,まるで絵画のようだ,名詞直喩
2055,76,Q22,B,3,この景色は,記憶に残り、鮮明で、潤しい,字義
2056,95,Q22,A,3,この景色は,絵画のようだ,名詞直喩
2057,85,Q22,B,3,この景色は,夕焼け空だ,字義
2058,41,Q22,B,2,この景色は,絵画のようだ,名詞直喩
2059,61,Q22,A,3,この景色は,一度見たら忘れられない輝きを放っている,その他隠喩
2060,80,Q22,A,3,この景色は,心を満たし、豊かにしてくれる,その他隠喩
2061,1,Q22,B,2,この景色は,写真のようだ,名詞直喩
2062,68,Q22,A,1,この景色は,実に明媚だ。,字義
2063,35,Q22,B,3,この景色は,感動的だ。,字義
2064,49,Q22,B,1,この景色は,感光する,字義
2065,12,Q22,B,1,この景色は,きっと忘れられないだろう,字義
2066,87,Q22,B,2,この景色は,いつまでも忘れないだろう,字義
2067,50,Q22,B,3,この景色は,一生忘れないすてきな思い出になるだろう,字義
2068,77,Q22,A,2,この景色は,爽快で、目に優しい,字義
2069,33,Q22,A,2,この景色は,鮮烈だ,字義
2070,83,Q22,A,3,この景色は,太陽のようだ,名詞直喩
2071,55,Q23,A,3,真理は,迷路だ,名詞隠喩
2072,31,Q23,B,1,真理は,追い求めるものだ,字義
2073,87,Q23,B,2,真理は,いつも闇の中,名詞隠喩
2074,111,Q23,A,2,真理は,到着できず、難解だ,字義
2075,80,Q23,A,3,真理は,ゴールのないマラソンだ,名詞隠喩
2076,45,Q23,B,2,真理は,探究するもので、黒白つけるものではない,その他隠喩
2077,97,Q23,A,2,真理は,どれだけ考えてみても難しくて解明できない,字義
2078,12,Q23,B,1,真理は,謎解きだ,名詞隠喩
2079,9,Q23,B,3,真理は,追うもので、理解できず、見つからない,字義
2080,91,Q23,B,1,真理は,求めるものだ,字義
2081,107,Q23,A,3,真理は,出くわせず、不明で、探求するものだ,字義
2082,44,Q23,B,2,真理は,誰もが手探りだ,字義
2083,136,Q23,B,3,真理は,迷路のようで、難易度も高く、ゴールがない,その他直喩
2084,17,Q23,B,2,真理は,永遠に追求が必要だ,字義
2085,95,Q23,A,3,真理は,長い旅路のようだ,名詞直喩
2086,86,Q23,B,2,真理は,冒険みたいなものだ,名詞直喩
2087,30,Q23,B,1,真理は,見つけるものだ,字義
2088,40,Q23,A,3,真理は,模索するものだ,字義
2089,75,Q23,A,2,真理は,難問だ,名詞隠喩
2090,93,Q23,A,1,真理は,迷路のようだ,名詞直喩
2091,83,Q23,A,3,真理は,迷路のようだ,名詞直喩
2092,16,Q23,B,1,真理は,探求するものだ,字義
2093,82,Q23,A,1,真理は,終わりのない旅だ,名詞隠喩
2094,10,Q23,B,2,真理は,探索するものだ,字義
2095,37,Q23,B,1,真理は,探求するものだ,字義
2096,14,Q23,B,1,真理は,探求するものだ,字義
2097,72,Q23,A,3,真理は,底なし沼に潜るようだ。,その他直喩
2098,69,Q23,B,2,真理は,永遠だ,字義
2099,71,Q23,A,2,真理は,不明である,字義
2100,101,Q23,B,3,真理は,迷宮のようだ,名詞直喩
2101,24,Q23,A,2,真理は,迷路のようだ,名詞直喩
2102,73,Q23,A,3,真理は,底なし沼の様だ,名詞直喩
2103,11,Q23,A,2,真理は,手に届かない,その他隠喩
2104,35,Q23,B,3,真理は,迷宮の中に隠れている。,その他隠喩
2105,28,Q23,A,3,真理は,長い旅だ,名詞隠喩
2106,66,Q23,B,3,真理は,苦労してようやく手に入れるものだ,字義
2107,99,Q23,A,2,真理は,永久に見つからない,字義
2108,6,Q23,B,3,真理は,探し続けることでしか、わからない,字義
2109,96,Q23,A,1,真理は,闇の中,名詞隠喩
2110,1,Q23,B,2,真理は,奥深い,その他隠喩
2111,57,Q23,A,1,真理は,闇の中だ,名詞隠喩
2112,59,Q23,B,3,真理は,探求するもので、みつからず、永遠に謎のまま,字義
2113,38,Q23,A,1,真理は,到達できない,その他隠喩
2114,78,Q23,A,1,真理は,遥か遠い,字義
2115,33,Q23,A,2,真理は,掴めない,その他隠喩
2116,39,Q23,A,1,真理は,常に闇の中である,名詞隠喩
2117,68,Q23,A,1,真理は,手の届かないところにある。,その他隠喩
2118,64,Q23,A,3,真理は,未知の国に行くようだ,その他直喩
2119,89,Q23,A,2,真理は,闇の中,名詞隠喩
2120,15,Q23,A,3,真理は,探検するものだ,字義
2121,116,Q23,A,2,真理は,謎である,名詞隠喩
2122,4,Q23,A,3,真理は,手探りで見つけ出すものだ,その他隠喩
2123,100,Q23,A,1,真理は,到達することが出来ない,字義
2124,50,Q23,B,3,真理は,正解のないテストの解答のようなものだ,名詞直喩
2125,20,Q23,B,1,真理は,追い求めるものだ,字義
2126,81,Q23,A,2,真理は,見えない、理解できない,字義
2127,102,Q23,B,3,真理は,見つけたと思っても答えはそこにはなく、ただ向かって歩いていくもの,その他隠喩
2128,62,Q23,B,2,真理は,求めても理解するのは無理だ,字義
2129,133,Q23,B,3,真理は,探求するもので、理解せず、到達しない,その他隠喩
2130,18,Q23,A,2,真理は,はるか遠く、実態がつかめない,字義
2131,49,Q23,B,1,真理は,探求するものだ,字義
2132,34,Q23,A,1,真理は,目に見えない。,その他隠喩
2133,94,Q23,B,1,真理は,だれにもわからない,字義
2134,53,Q23,B,3,真理は,見通しが立たない,その他隠喩
2135,29,Q23,A,1,真理は,久遠の彼方にある,その他隠喩
2136,88,Q23,B,1,真理は,冒険と同じだ,名詞直喩
2137,58,Q23,B,2,真理は,追い求めるもので、理解できるものではない,字義
2138,3,Q23,B,1,真理は,隠されている,字義
2139,67,Q23,A,1,真理は,迷走する,字義
2140,135,Q23,B,3,真理は,求め続けるものだ,字義
2141,25,Q23,B,2,真理は,迷宮のようだ,名詞直喩
2142,52,Q23,B,1,真理は,探検だ,名詞隠喩
2143,27,Q23,B,3,真理は,計り知れない,字義
2144,76,Q23,B,3,真理は,簡単に見つからず、理解することが困難で、結論には至らない。,字義
2145,124,Q23,B,3,真理は,迷路にいるようだ,その他直喩
2146,90,Q23,A,3,真理は,探求するものである,字義
2147,77,Q23,A,2,真理は,掴みどころがない,その他隠喩
2148,21,Q23,A,1,真理は,いつも見つけられない,字義
2149,51,Q23,A,1,真理は,はるか彼方にある,字義
2150,47,Q23,B,2,真理は,見つけるもので、不明,字義
2151,63,Q23,B,2,真理は,探検するものだ,名詞隠喩
2152,41,Q23,B,2,真理は,旅のようだ,名詞直喩
2153,79,Q23,B,1,真理は,自分で見つけに行くものだ,字義
2154,70,Q23,A,3,真理は,当てのない旅のようだ,名詞直喩
2155,74,Q23,B,2,真理は,手探りで、曖昧だ,字義
2156,56,Q23,A,2,真理は,闇である,名詞隠喩
2157,22,Q23,A,1,真理は,とおい,字義
2158,113,Q23,B,1,真理は,冒険のようだ,名詞直喩
2159,60,Q23,A,2,真理は,雲の中だ,名詞隠喩
2160,43,Q23,A,3,真理は,探検のようだ,名詞直喩
2161,78,Q24,A,1,この孤独は,寂寥感に苛まれる,字義
