Order_new,ID,Question,Condition,Topic,Value,分類後
1621,25,Q22,1,あの疑惑（ぎわく）は,風船のようだ,名詞直喩
1622,26,Q22,3,あの疑惑（ぎわく）は,黒煙のようだ,名詞直喩
1623,27,Q22,2,あの疑惑（ぎわく）は,どこまで続くかわからない,字義
1624,28,Q22,3,あの疑惑（ぎわく）は,風船のように膨らみ手がつけられない,その他隠喩
1625,29,Q22,1,あの疑惑（ぎわく）は,限りなく黒に近い,その他直喩
1626,30,Q22,3,あの疑惑（ぎわく）は,可能性が高くなり、困ったものだ,字義
1627,31,Q22,2,あの疑惑（ぎわく）は,雨雲だ,名詞隠喩
1628,32,Q22,1,あの疑惑（ぎわく）は,膨張していく,字義
1629,33,Q22,1,あの疑惑（ぎわく）は,どんどん出てくる,字義
1630,34,Q22,2,あの疑惑（ぎわく）は,深まるばかりだ,字義
1631,35,Q22,1,あの疑惑（ぎわく）は,風船のようだ,名詞直喩
1632,36,Q22,2,あの疑惑（ぎわく）は,噂が噂を呼んでしまう,字義
1633,37,Q22,1,あの疑惑（ぎわく）は,高まる,字義
1634,38,Q22,2,あの疑惑（ぎわく）は,膨張する,字義
1635,39,Q22,3,あの疑惑（ぎわく）は,時限爆弾みたいだ,名詞直喩
1636,40,Q22,3,あの疑惑（ぎわく）は,抑えきれなくて、面倒だ,字義
1637,41,Q22,2,あの疑惑（ぎわく）は,どんどん湧いてくる。,字義
1638,42,Q22,1,あの疑惑（ぎわく）は,シャボン玉だ,名詞隠喩
1639,43,Q22,3,あの疑惑（ぎわく）は,迷宮入りだ,名詞隠喩
1640,44,Q22,1,あの疑惑（ぎわく）は,正しい。,字義
1641,45,Q22,1,あの疑惑（ぎわく）は,一層深まる,字義
1642,46,Q22,1,あの疑惑（ぎわく）は,増すばかり,字義
1643,47,Q22,3,あの疑惑（ぎわく）は,制御不能で大変である,字義
1644,48,Q22,3,あの疑惑（ぎわく）は,放っておけない,字義
1645,49,Q22,3,あの疑惑（ぎわく）は,収束せず、終わりが見えない,字義
1646,50,Q22,3,あの疑惑（ぎわく）は,大いに世間を騒がしており、社会問題である,字義
1647,51,Q22,3,あの疑惑（ぎわく）は,ますます強くなり、困難を極めている,字義
1648,52,Q22,2,あの疑惑（ぎわく）は,増大する,字義
1649,53,Q22,2,あの疑惑（ぎわく）は,つむじ風のようだ,名詞直喩
1650,54,Q22,1,あの疑惑（ぎわく）は,どんどん大きくなる,字義
1651,55,Q22,2,あの疑惑（ぎわく）は,真実味を増す,字義
1652,56,Q22,3,あの疑惑（ぎわく）は,膨張し、増大し、面倒だ,字義
1653,57,Q22,3,あの疑惑（ぎわく）は,破裂寸前の風船のようだ,名詞直喩
1654,58,Q22,3,あの疑惑（ぎわく）は,ゴシップとなりトラブルを巻き起こす,字義
1655,59,Q22,1,あの疑惑（ぎわく）は,収まらない,字義
1656,60,Q22,2,あの疑惑（ぎわく）は,風船のようだ,名詞直喩
1657,61,Q22,3,あの疑惑（ぎわく）は,日増しに拡大していきとても手にあまる問題だ,字義
1658,62,Q22,1,あの疑惑（ぎわく）は,大きくなる,字義
1659,63,Q22,2,あの疑惑（ぎわく）は,風船のように膨れ上がる,その他隠喩
1660,64,Q22,3,あの疑惑（ぎわく）は,払拭は困難だ,字義
1661,65,Q22,2,あの疑惑（ぎわく）は,風船のようだ,名詞直喩
1662,66,Q22,3,あの疑惑（ぎわく）は,溜まった膿だ,名詞隠喩
1663,67,Q22,1,あの疑惑（ぎわく）は,大きくなる,字義
1664,68,Q22,1,あの疑惑（ぎわく）は,深まる。,字義
1665,69,Q22,1,あの疑惑（ぎわく）は,心をざわつかせる。,字義
1666,70,Q22,1,あの疑惑（ぎわく）は,次から次へと湧いて出てくる,字義
1667,71,Q22,2,あの疑惑（ぎわく）は,癌だ,名詞隠喩
1668,72,Q22,2,あの疑惑（ぎわく）は,取り上げられて広がった。,字義
1669,73,Q22,3,あの疑惑（ぎわく）は,破裂寸前の風船のようだ,名詞直喩
1670,74,Q22,3,あの疑惑（ぎわく）は,腫れ物のようだ,名詞直喩
1671,75,Q22,2,あの疑惑（ぎわく）は,拡大を続けている,字義
1672,76,Q22,1,あの疑惑（ぎわく）は,ひとり歩きしている,その他隠喩
1673,77,Q22,2,あの疑惑（ぎわく）は,有名になり大勢が知る,字義
1674,78,Q22,1,あの疑惑（ぎわく）は,深まる,字義
1675,79,Q22,3,あの疑惑（ぎわく）は,どんどん面倒な事になっている,字義
1676,80,Q22,1,あの疑惑（ぎわく）は,風船のようにどんどん膨れていく,その他直喩
1677,81,Q22,3,あの疑惑（ぎわく）は,膨張し、増大し、面倒だ,字義
1678,82,Q22,2,あの疑惑（ぎわく）は,知れ渡り、誰もが知ることになる,字義
1679,83,Q22,1,あの疑惑（ぎわく）は,ますます怪しい,字義
1680,84,Q22,2,あの疑惑（ぎわく）は,止めどなく溢れ出し、広まっている,字義
1681,85,Q22,3,あの疑惑（ぎわく）は,毒ガスのように広がる,その他直喩
1682,86,Q22,1,あの疑惑（ぎわく）は,止めどなく増える,字義
1683,87,Q22,1,あの疑惑（ぎわく）は,風船のようだ,名詞直喩
1684,88,Q22,2,あの疑惑（ぎわく）は,いくらでも膨張し続ける,字義
1685,89,Q22,1,あの疑惑（ぎわく）は,膨れ返る,字義
1686,90,Q22,3,あの疑惑（ぎわく）は,膨張し、拡大して、面倒だ,字義
1687,91,Q22,1,あの疑惑（ぎわく）は,風船のようだ,名詞直喩
1688,92,Q22,3,あの疑惑（ぎわく）は,腫れ物の様だ,名詞直喩
1689,93,Q22,3,あの疑惑（ぎわく）は,ウイルスのように増幅している,その他直喩
1690,94,Q22,2,あの疑惑（ぎわく）は,にぎわうだろう,字義
1691,95,Q22,2,あの疑惑（ぎわく）は,風船のようだ,名詞直喩
1692,96,Q22,1,あの疑惑（ぎわく）は,積みあがる,字義
1693,97,Q22,2,あの疑惑（ぎわく）は,溢れ出すように、強くなっていく,その他隠喩
1694,98,Q22,2,あの疑惑（ぎわく）は,ビールの泡のようだ,名詞直喩
1695,99,Q22,2,あの疑惑（ぎわく）は,膨張し巨大化した,字義
1696,100,Q22,2,あの疑惑（ぎわく）は,黒い風船のようにかさを増していく,その他直喩
1697,101,Q22,1,あの疑惑（ぎわく）は,膨大になっている,字義
1698,102,Q22,2,あの疑惑（ぎわく）は,破裂しそうになり、巨大になる,字義
1699,103,Q22,1,あの疑惑（ぎわく）は,大きくなっていく,字義
1700,104,Q22,3,あの疑惑（ぎわく）は,悪性腫瘍のようだ,名詞直喩
1701,105,Q22,1,あの疑惑（ぎわく）は,大きくなる,字義
1702,106,Q22,2,あの疑惑（ぎわく）は,沈静化することはない,字義
1703,107,Q22,3,あの疑惑（ぎわく）は,風船のようで面倒だ,その他直喩
1704,108,Q22,3,あの疑惑（ぎわく）は,目の上のたんこぶだ,その他隠喩
1705,109,Q22,3,あの疑惑（ぎわく）は,払拭できない,字義
1706,111,Q22,3,あの疑惑（ぎわく）は,だんだん巨大化してどうにもならない,字義
1707,116,Q22,3,あの疑惑（ぎわく）は,次々と新たな事実が出てきて、巨大になり、難しくなっている,字義
1708,117,Q22,3,あの疑惑（ぎわく）は,肥大しめんどくさい,字義
1709,123,Q22,2,あの疑惑（ぎわく）は,膨大な疑念となり、とどまることがない,字義
1710,127,Q22,2,あの疑惑（ぎわく）は,丸々と太り、肥えていく,その他隠喩
1711,1,Q23,1,彼の教育は,進化している,字義
1712,2,Q23,1,彼の教育は,丁寧だ,字義
1713,3,Q23,1,彼の教育は,階段のようだ,名詞直喩
1714,4,Q23,1,彼の教育は,階段のようだ,名詞直喩
1715,5,Q23,1,彼の教育は,少しずつ進んでいく,字義
1716,6,Q23,2,彼の教育は,石橋だな,名詞隠喩
1717,7,Q23,3,彼の教育は,階段のようだ,名詞直喩
1718,8,Q23,1,彼の教育は,ステップアップしていく,字義
1719,9,Q23,2,彼の教育は,徐々に進めていく,字義
1720,10,Q23,2,彼の教育は,階段だ,名詞隠喩
1721,11,Q23,3,彼の教育は,積み木のようだ,名詞直喩
1722,12,Q23,3,彼の教育は,階段を着実に登っている,その他隠喩
1723,13,Q23,1,彼の教育は,慎重だ,字義
1724,14,Q23,3,彼の教育は,人の歩みに似ている,その他直喩
1725,15,Q23,3,彼の教育は,堅実だ,字義
1726,16,Q23,3,彼の教育は,丁寧だ,字義
1727,17,Q23,2,彼の教育は,試練だ,名詞隠喩
1728,18,Q23,1,彼の教育は,ゆっくり伸びていく,字義
1729,19,Q23,2,彼の教育は,ストーリー性がある。,字義
1730,20,Q23,2,彼の教育は,ステップアップだ,字義
1731,21,Q23,2,彼の教育は,階段を上るようだ,その他直喩
1732,22,Q23,1,彼の教育は,階段のようだ,名詞直喩
1733,23,Q23,2,彼の教育は,つみきのようだ,名詞直喩
1734,24,Q23,2,彼の教育は,階段のようだ,名詞直喩
1735,25,Q23,1,彼の教育は,階段のようだ,名詞直喩
1736,26,Q23,3,彼の教育は,慎重だ,字義
1737,27,Q23,2,彼の教育は,日々の鍛錬だ,字義
1738,28,Q23,3,彼の教育は,わかりやすく慎重に進んでいる,字義
1739,29,Q23,1,彼の教育は,一気に片付かない,字義
1740,30,Q23,3,彼の教育は,一歩ずつ段階的に積み重ねている,字義
1741,31,Q23,2,彼の教育は,着実だ,字義
1742,32,Q23,1,彼の教育は,階段を登るようだ,その他直喩
1743,33,Q23,1,彼の教育は,上向いている,字義
1744,34,Q23,2,彼の教育は,着実に進んでいる,字義
1745,35,Q23,1,彼の教育は,地道だ,字義
1746,36,Q23,2,彼の教育は,山登りのようだ,名詞直喩
1747,37,Q23,1,彼の教育は,ステップアップしていく,字義
1748,38,Q23,2,彼の教育は,順序だてている,字義
1749,39,Q23,3,彼の教育は,確実だ,字義
1750,40,Q23,3,彼の教育は,登山のようだ,名詞直喩
1751,41,Q23,2,彼の教育は,段階的だ。,字義
1752,42,Q23,1,彼の教育は,積み上げる,字義
1753,43,Q23,3,彼の教育は,石橋を叩いて渡る,その他隠喩
1754,44,Q23,1,彼の教育は,進んでいる。,字義
1755,45,Q23,1,彼の教育は,着実に進んでいく,字義
1756,46,Q23,1,彼の教育は,進んでいく,字義
1757,47,Q23,3,彼の教育は,着実で正確である,字義
1758,48,Q23,3,彼の教育は,順調だ,字義
1759,49,Q23,3,彼の教育は,一歩ずつ確実に前進する,字義
1760,50,Q23,3,彼の教育は,基礎がしっかりしていて、無理なく進められる,字義
1761,51,Q23,3,彼の教育は,順序よく進んでいて、一段一段階段をのぼっている,その他隠喩
1762,52,Q23,2,彼の教育は,レベルアップする,字義
1763,53,Q23,2,彼の教育は,成長する,字義
1764,54,Q23,1,彼の教育は,一つ一つステップを上がっていく,字義
1765,55,Q23,2,彼の教育は,地道だ,字義
1766,56,Q23,3,彼の教育は,過程を経て、継続的かつ着実に進行する,字義
1767,57,Q23,3,彼の教育は,階段のように規則正しい,その他直喩
1768,58,Q23,3,彼の教育は,着実で確実に成長している,字義
1769,59,Q23,1,彼の教育は,一歩一歩と進んでいく　,字義
1770,60,Q23,2,彼の教育は,着実にステップアップする,字義
1771,61,Q23,3,彼の教育は,徐々に前進していき少しずつ達成していく,字義
1772,62,Q23,1,彼の教育は,順番どおりだ,字義
1773,63,Q23,2,彼の教育は,積み木のように積まれていく,その他直喩
1774,64,Q23,3,彼の教育は,地道な努力で成果得る,字義
1775,65,Q23,2,彼の教育は,積み木のようだ,名詞直喩
1776,66,Q23,3,彼の教育は,登山だ,名詞隠喩
1777,67,Q23,1,彼の教育は,順番に進んでいく,字義
1778,68,Q23,1,彼の教育は,ステップバイステップだ。,字義
1779,69,Q23,1,彼の教育は,なだらかに進んでいく。,字義
1780,70,Q23,1,彼の教育は,確実性を持って実行されていく,字義
1781,71,Q23,2,彼の教育は,登山のようだ,名詞直喩
1782,72,Q23,2,彼の教育は,順序だって積み重なる。,字義
1783,73,Q23,3,彼の教育は,着実だ,字義
1784,74,Q23,3,彼の教育は,着実だ,字義
1785,75,Q23,2,彼の教育は,一歩一歩着実に進んでいる,字義
1786,76,Q23,1,彼の教育は,ひとつずつ段階を踏んでいく,字義
1787,77,Q23,2,彼の教育は,計算されていて実績がある,字義
1788,78,Q23,1,彼の教育は,コツコツ行われる,字義
1789,79,Q23,3,彼の教育は,計画的で着実に進んでいく,字義
1790,80,Q23,1,彼の教育は,順を追って進んでいく,字義
1791,81,Q23,3,彼の教育は,順を追っていて、蓄積し、少しづつ前進する,字義
1792,82,Q23,2,彼の教育は,順序通りで、確実に上達する,字義
1793,83,Q23,1,彼の教育は,徐々にステップアップしていく,字義
1794,84,Q23,2,彼の教育は,順序立てて、繰り返される,字義
1795,85,Q23,3,彼の教育は,段階的に漸進する,字義
1796,86,Q23,1,彼の教育は,プロセス重視だ,字義
1797,87,Q23,1,彼の教育は,階段を上るようだ,その他直喩
1798,88,Q23,2,彼の教育は,体系的な経験に基づく,字義
1799,89,Q23,1,彼の教育は,順序に沿って進む,字義
1800,90,Q23,3,彼の教育は,順序よく、段々と、少しずつ前進する,字義
1801,91,Q23,1,彼の教育は,階段式だ,字義
1802,92,Q23,3,彼の教育は,階段の様だ,名詞直喩
1803,93,Q23,3,彼の教育は,登山のようだ,名詞直喩
1804,94,Q23,2,彼の教育は,徐々にレベルアップする,字義
1805,95,Q23,2,彼の教育は,積み木のようだ,名詞直喩
1806,96,Q23,1,彼の教育は,着実に蓄積される,字義
1807,97,Q23,2,彼の教育は,基礎を重ねていき、ステップアップする,字義
1808,98,Q23,2,彼の教育は,ピラミッドのようだ,名詞直喩
1809,99,Q23,2,彼の教育は,山登りのようだ,その他直喩
1810,100,Q23,2,彼の教育は,基礎から応用まで積み上げてゆく,字義
1811,101,Q23,1,彼の教育は,一つ一つ積み上げていく,字義
1812,102,Q23,2,彼の教育は,順序良く組み立てられていて、レベルアップする,字義
1813,103,Q23,1,彼の教育は,一歩ずつ進む,字義
1814,104,Q23,3,彼の教育は,亀の歩みのようだ,名詞直喩
1815,105,Q23,1,彼の教育は,一歩ずつ進んでいく,字義
1816,106,Q23,2,彼の教育は,一歩ずつ成長している,字義
1817,107,Q23,3,彼の教育は,順番通り実行して、着実にゴールを目指す,字義
1818,108,Q23,3,彼の教育は,亀のようだ,名詞直喩
1819,109,Q23,3,彼の教育は,計画的である,字義
1820,111,Q23,3,彼の教育は,順序に従って歩みを積み重ねている,字義
1821,116,Q23,3,彼の教育は,階段のように、連なっていて、少しずつ進む,字義
1822,117,Q23,3,彼の教育は,理路整然と着実に進む,字義
1823,123,Q23,2,彼の教育は,手順を踏んでいて、積み木のように重なっていく,字義
1824,127,Q23,2,彼の教育は,ステップアップしており、順序立っている,字義
1825,1,Q24,1,この微風は,まろやかだ,字義
1826,2,Q24,1,この微風は,朗らかだ,字義
1827,3,Q24,1,この微風は,天使のようだ,名詞直喩
1828,4,Q24,1,この微風は,穏やかだ,字義
1829,5,Q24,1,この微風は,涼やかだ,字義
1830,6,Q24,2,この微風は,ぬめりがある,字義
1831,7,Q24,3,この微風は,カーテンのようだ,名詞直喩
1832,8,Q24,1,この微風は,心地よい,字義
1833,9,Q24,2,この微風は,心地よい,字義
1834,10,Q24,2,この微風は,心地よい,字義
1835,11,Q24,3,この微風は,ぬるい,字義
1836,12,Q24,3,この微風は,柔和だ,字義
1837,13,Q24,1,この微風は,心地よい,字義
1838,14,Q24,3,この微風は,かすかな暖かさを感じる,字義
1839,15,Q24,3,この微風は,春風だ,名詞隠喩
1840,16,Q24,3,この微風は,心地よい,字義
1841,17,Q24,2,この微風は,柔らかい,字義
1842,18,Q24,1,この微風は,川の流れのように穏やかだ,その他直喩
1843,19,Q24,2,この微風は,機微がある。,字義
1844,20,Q24,2,この微風は,包み込むようだ,その他直喩
1845,21,Q24,2,この微風は,流れるぬるま湯のようだ,名詞直喩
1846,22,Q24,1,この微風は,穏やかだ,字義
1847,23,Q24,2,この微風は,ぬくい,字義
1848,24,Q24,2,この微風は,吐息のようだ,名詞直喩
1849,25,Q24,1,この微風は,柔らかい,字義
1850,26,Q24,3,この微風は,木漏れ日のようだ,名詞直喩
1851,27,Q24,2,この微風は,心地よい,字義
1852,28,Q24,3,この微風は,穏やかで心地よく儚い,字義
1853,29,Q24,1,この微風は,弱い,字義
1854,30,Q24,3,この微風は,さわやかで、ほどよく暖かい,字義
1855,31,Q24,2,この微風は,心地よい,字義
1856,32,Q24,1,この微風は,心地よい,字義
1857,33,Q24,1,この微風は,春の陽気のようだ,名詞直喩
1858,34,Q24,2,この微風は,心地よい,字義
1859,35,Q24,1,この微風は,少女のようだ,名詞直喩
1860,36,Q24,2,この微風は,春風のようだ,名詞直喩
1861,37,Q24,1,この微風は,好感がもてる,字義
1862,38,Q24,2,この微風は,心地よいぬくもりだ,字義
1863,39,Q24,3,この微風は,南国だ,名詞隠喩
1864,40,Q24,3,この微風は,吐息のようだ,名詞直喩
1865,41,Q24,2,この微風は,さわやかだ。,字義
1866,42,Q24,1,この微風は,弱い,字義
1867,43,Q24,3,この微風は,心地良い,字義
1868,44,Q24,1,この微風は,穏やかだ。,字義
1869,45,Q24,1,この微風は,心地よい,字義
1870,46,Q24,1,この微風は,穏やかだ,字義
1871,47,Q24,3,この微風は,やわらかい,その他隠喩
1872,48,Q24,3,この微風は,心を解してくれる,その他隠喩
1873,49,Q24,3,この微風は,心地よい強さだ,字義
1874,50,Q24,3,この微風は,穏やかで、快適で、静かだ,字義
1875,51,Q24,3,この微風は,柔らかく温暖だ,字義
1876,52,Q24,2,この微風は,心地よい,字義
1877,53,Q24,2,この微風は,心地よい,字義
1878,54,Q24,1,この微風は,心地よい,字義
1879,55,Q24,2,この微風は,心地いい,字義
1880,56,Q24,3,この微風は,ソフトで、温もりがあり、穏やかだ,その他隠喩
1881,57,Q24,3,この微風は,南風のようだ,名詞直喩
1882,58,Q24,3,この微風は,穏やかで心地よい,字義
1883,59,Q24,1,この微風は,心地よい,字義
1884,60,Q24,2,この微風は,春の陽気を思わせる,その他直喩
1885,61,Q24,3,この微風は,穏やかで、心地よく、静か,字義
1886,62,Q24,1,この微風は,頬をなでる,その他隠喩
1887,63,Q24,2,この微風は,心地よい温もりだ,字義
1888,64,Q24,3,この微風は,心地いい,字義
1889,65,Q24,2,この微風は,春のようだ,名詞直喩
1890,66,Q24,3,この微風は,なびく髪だ,名詞隠喩
1891,67,Q24,1,この微風は,弱い,字義
1892,68,Q24,1,この微風は,心地よい。,字義
1893,69,Q24,1,この微風は,心地よい。,字義
1894,70,Q24,1,この微風は,温かい,字義
1895,71,Q24,2,この微風は,頬を撫でるようだ,その他直喩
1896,72,Q24,2,この微風は,ナチュラルで温かい。,字義
1897,73,Q24,3,この微風は,心地よい,字義
1898,74,Q24,3,この微風は,やわらかい,その他隠喩
1899,75,Q24,2,この微風は,毛布にくるまれているようだ,その他直喩
1900,76,Q24,1,この微風は,肌あたりが柔らかい,字義
1901,77,Q24,2,この微風は,春風のようだ,名詞直喩
1902,78,Q24,1,この微風は,心地よい,字義
1903,79,Q24,3,この微風は,朗らかでのんびりとしている,字義
1904,80,Q24,1,この微風は,心地よい,字義
1905,81,Q24,3,この微風は,柔らかく、ぬるく、力がない,その他隠喩
1906,82,Q24,2,この微風は,柔らかく、ポカポカする,その他隠喩
1907,83,Q24,1,この微風は,柔らかい,その他隠喩
1908,84,Q24,2,この微風は,柔らかく、日だまりにいるようだ,その他直喩
1909,85,Q24,3,この微風は,生ぬるい,字義
1910,86,Q24,1,この微風は,包まれるようだ,その他直喩
1911,87,Q24,1,この微風は,柔らかい,その他隠喩
1912,88,Q24,2,この微風は,心地よい,字義
1913,89,Q24,1,この微風は,穏やかだ,字義
1914,90,Q24,3,この微風は,穏やかで、ほんのりとして、微か,字義
1915,91,Q24,1,この微風は,穏やかだ,字義
1916,92,Q24,3,この微風は,春風だ,名詞隠喩
1917,93,Q24,3,この微風は,赤ん坊の吐息のようだ,名詞直喩
1918,94,Q24,2,この微風は,さわやかだ,字義
1919,95,Q24,2,この微風は,心地よい,字義
1920,96,Q24,1,この微風は,心地よい,字義
1921,97,Q24,2,この微風は,まろやかで、やさしい,字義
1922,98,Q24,2,この微風は,毛布のようだ,名詞直喩
1923,99,Q24,2,この微風は,思いやりがあり、うららかだ,その他隠喩
1924,100,Q24,2,この微風は,春の訪れを連想させる,その他直喩
1925,101,Q24,1,この微風は,穏やか,字義
1926,102,Q24,2,この微風は,気持ち良く、ほんわかしている,字義
1927,103,Q24,1,この微風は,心地よい,字義
1928,104,Q24,3,この微風は,観音様の瞬きのようだ,名詞直喩
1929,105,Q24,1,この微風は,穏やかだ,字義
1930,106,Q24,2,この微風は,冬が終わった心地よさを感じる,その他隠喩
1931,107,Q24,3,この微風は,柔らかで、熱を感じて、細い,その他隠喩
1932,108,Q24,3,この微風は,吐息のようだ,名詞直喩
1933,109,Q24,3,この微風は,快適である,字義
1934,111,Q24,3,この微風は,サクラが咲く頃の心地よい風の様だ,それ以外
1935,116,Q24,3,この微風は,柔らかく、ポカポカと、ほんのりしている,その他隠喩
1936,117,Q24,3,この微風は,ソフトに包み込むような空気で緩やかだ,その他直喩
1937,123,Q24,2,この微風は,柔らかい温風のようだ,名詞直喩
1938,127,Q24,2,この微風は,穏やかで、ぬくもりを感じる,字義
1939,1,Q25,1,あの山は,偉大だ,字義
1940,2,Q25,1,あの山は,高い,字義
1941,3,Q25,1,あの山は,巨大だ,字義
1942,4,Q25,1,あの山は,壮大だ,字義
1943,5,Q25,1,あの山は,雄大だ,字義
1944,6,Q25,2,あの山は,どでかい,字義
1945,7,Q25,3,あの山は,不動明王のようだ,名詞直喩
1946,8,Q25,1,あの山は,高く、すそ野も広い,字義
1947,9,Q25,2,あの山は,そこに鎮座している,字義
1948,10,Q25,2,あの山は,落ち着いている,字義
1949,11,Q25,3,あの山は,そびえ立つ,字義
1950,12,Q25,3,あの山は,巨大で動じず険しい,字義
1951,13,Q25,1,あの山は,父の背中のようだ,名詞直喩
1952,14,Q25,3,あの山は,威厳がある,字義
1953,15,Q25,3,あの山は,威圧的だ,字義
1954,16,Q25,3,あの山は,りっぱだ,字義
1955,17,Q25,2,あの山は,不動だ,字義
1956,18,Q25,1,あの山は,大変ビッグだ,字義
1957,19,Q25,2,あの山は,どっしりしている。,字義
1958,20,Q25,2,あの山は,ドンとしている,字義
1959,21,Q25,2,あの山は,岩石のようだ,名詞直喩
1960,22,Q25,1,あの山は,壮大だ,字義
1961,23,Q25,2,あの山は,どんとしている,字義
1962,24,Q25,2,あの山は,巨大だ,字義
1963,25,Q25,1,あの山は,巨大だ,字義
1964,26,Q25,3,あの山は,存在感がある,字義
1965,27,Q25,2,あの山は,不動だ,字義
1966,28,Q25,3,あの山は,立派で存在感がある,字義
1967,29,Q25,1,あの山は,征服するには手ごわい,字義
1968,30,Q25,3,あの山は,堂々と立っている,字義
1969,31,Q25,2,あの山は,ふてぶてしい,字義
1970,32,Q25,1,あの山は,巨大だ,字義
1971,33,Q25,1,あの山は,巨大だ,字義
1972,34,Q25,2,あの山は,迫力がある,字義
1973,35,Q25,1,あの山は,高くそびえたつ,字義
1974,36,Q25,2,あの山は,不動だ,字義
1975,37,Q25,1,あの山は,でかい,字義
1976,38,Q25,2,あの山は,壁のようだ,名詞直喩
1977,39,Q25,3,あの山は,相撲取りみたいだ,名詞直喩
1978,40,Q25,3,あの山は,壮大で堂々としている,字義
1979,41,Q25,2,あの山は,どんと構えている,字義
1980,42,Q25,1,あの山は,壮大だ,字義
1981,43,Q25,3,あの山は,ドンとしている,字義
1982,44,Q25,1,あの山は,膨大だ。,字義
1983,45,Q25,1,あの山は,険しい,字義
1984,46,Q25,1,あの山は,巨大だ,字義
1985,47,Q25,3,あの山は,この地に根を張っている主のようだ,名詞直喩
1986,48,Q25,3,あの山は,神様が住んでいそう,その他直喩
1987,49,Q25,3,あの山は,偉大だ,字義
1988,50,Q25,3,あの山は,巨大で、鎮座し、神々しい,字義
1989,51,Q25,3,あの山は,とても堂々としている,字義
1990,52,Q25,2,あの山は,不動だ,字義
1991,53,Q25,2,あの山は,神々のようだ,名詞直喩
1992,54,Q25,1,あの山は,でかい,字義
1993,55,Q25,2,あの山は,存在感がある,字義
1994,56,Q25,3,あの山は,巨大で、不動で、存在感がある,字義
1995,57,Q25,3,あの山は,頑固おやじのようだ,名詞直喩
1996,58,Q25,3,あの山は,不動でそびえたっている,字義
1997,59,Q25,1,あの山は,雄大だ,字義
1998,60,Q25,2,あの山は,泰然自若としている,その他隠喩
1999,61,Q25,3,あの山は,雄大で、動じず、風格がある,字義
2000,62,Q25,1,あの山は,でかい,字義
2001,63,Q25,2,あの山は,大木のようにビクともしない,その他直喩
2002,64,Q25,3,あの山は,壮大である,字義
2003,65,Q25,2,あの山は,ビルのようだ,名詞直喩
2004,66,Q25,3,あの山は,威風堂々だ,その他隠喩
2005,67,Q25,1,あの山は,でかい,字義
2006,68,Q25,1,あの山は,エベレストのようだ。,名詞直喩
2007,69,Q25,1,あの山は,空に近い。,字義
2008,70,Q25,1,あの山は,偉大だ,字義
2009,71,Q25,2,あの山は,神様のようだ,名詞直喩
2010,72,Q25,2,あの山は,そびえたって、動かない。,字義
2011,73,Q25,3,あの山は,偉大で恐れ多い存在だ,字義
2012,74,Q25,3,あの山は,不動の存在だ,字義
2013,75,Q25,2,あの山は,どっしりとしていて立派だ,字義
2014,76,Q25,1,あの山は,迫力がある,字義
2015,77,Q25,2,あの山は,偉大でそびえ立つ,字義
2016,78,Q25,1,あの山は,壮大だ,字義
2017,79,Q25,3,あの山は,巨大で微動だにせず厳かだ,字義
2018,80,Q25,1,あの山は,どっしりとしている,字義
2019,81,Q25,3,あの山は,巨大で、不動で、いかめしい,字義
2020,82,Q25,2,あの山は,偉大で貫禄がある,字義
2021,83,Q25,1,あの山は,巨大だ,字義
2022,84,Q25,2,あの山は,壮大で、揺らぎがない,字義
2023,85,Q25,3,あの山は,雄大だ,字義
2024,86,Q25,1,あの山は,雄々しい,字義
2025,87,Q25,1,あの山は,まるで巨人だ,名詞直喩
2026,88,Q25,2,あの山は,じっとそびえている,字義
2027,89,Q25,1,あの山は,雄大だ,字義
2028,90,Q25,3,あの山は,どでかく、不動で、貫禄がある,字義
2029,91,Q25,1,あの山は,巨大だ,字義
2030,92,Q25,3,あの山は,山の様だ,それ以外
2031,93,Q25,3,あの山は,大仏のようだ,名詞直喩
2032,94,Q25,2,あの山は,重しのようだ,名詞直喩
2033,95,Q25,2,あの山は,不動だ,字義
2034,96,Q25,1,あの山は,雄大だ,字義
2035,97,Q25,2,あの山は,壮大で、根を張っている,その他隠喩
2036,98,Q25,2,あの山は,大仏のようだ,名詞直喩
2037,99,Q25,2,あの山は,大仏のようだ,名詞直喩
2038,100,Q25,2,あの山は,雄大で何万年も前からそこにとどまっている,字義
2039,101,Q25,1,あの山は,偉大,字義
2040,102,Q25,2,あの山は,巨大で、ビクともしない,字義
2041,103,Q25,1,あの山は,雄大だ,字義
2042,104,Q25,3,あの山は,大仏のようだ,名詞直喩
2043,105,Q25,1,あの山は,雄大だ,字義
2044,106,Q25,2,あの山は,どっしり構えている,字義
2045,107,Q25,3,あの山は,どっしりと、そびえている,字義
2046,108,Q25,3,あの山は,神のようだ,名詞直喩
2047,109,Q25,3,あの山は,雄大である,字義
2048,111,Q25,3,あの山は,どっしりと構えて立派だ,字義
2049,116,Q25,3,あの山は,巨大で、微動だにせず、どっしりと構えている,字義
2050,117,Q25,3,あの山は,ものずごくどっしりとしており圧倒される,字義
2051,123,Q25,2,あの山は,鬼のように微動だにしない,その他直喩
2052,127,Q25,2,あの山は,雄大で、揺るがない,字義
2053,1,Q26,1,あの仕事は,キツイ,字義
2054,2,Q26,1,あの仕事は,厳しい,字義
2055,3,Q26,1,あの仕事は,地獄だ,名詞隠喩
